bc11	5	[004]	[004_001]	Loại 1	1_5_004	00:00:10:29	bc11_5_004_004_001.avi
kc8	5	[012]	[001]		8_5_012	00:00:10:19	kc8_5_012_001.avi
kc8	5	[013]	[001]		8_5_013	00:00:11:16	kc8_5_013_001.avi
kc8	5	[014]	[001]		8_5_014	00:00:17:16	kc8_5_014_001.avi
kc9	1	[171]	[001]	Loại 1	9_1_171	00:00:20:24	kc9_1_171_001.avi
kc9	5	[08]	[001]	Loại 1	9_5_08	00:00:00:00	kc9_5_08_001.avi
kc9	5	[10]	[001]	Loại 1	9_5_10	00:00:05:08	kc9_5_10_001.avi
kc9	5	[12]	[001]	Loại 1	9_5_12	00:00:08:12	kc9_5_12_001.avi
kc9	5	[15]	[001]	Loại 1	9_5_15	00:00:00:00	kc9_5_15_001.avi
kc9	5	[16]	[001]	Loại 1	9_5_16	00:00:00:00	kc9_5_16_001.avi
kc9	5	[16]	[002]	Loại 1	9_5_16	00:00:07:08	kc9_5_16_002.avi
kc9	5	[16]	[003]	Loại 1	9_5_16	00:00:16:23	kc9_5_16_003.avi
kc9	5	[16]	[004]	Loại 1	9_5_16	00:00:22:28	kc9_5_16_004.avi
kc9	5	[17]	[001]	Loại 1	9_5_17	00:00:00:00	kc9_5_17_001.avi
kc9	5	[17]	[002]	Loại 1	9_5_17	00:00:08:26	kc9_5_17_002.avi
kc9	5	[17]	[003]	Loại 1	9_5_17	00:00:14:00	kc9_5_17_003.avi
kc9	5	[17]	[004]	Loại 1	9_5_17	00:00:23:25	kc9_5_17_004.avi
kc9	5	[17]	[005]	Loại 1	9_5_17	00:00:35:01	kc9_5_17_005.avi
kc	4	[019]	[001]	Loại 1	c_4_019	00:00:20:03	kc_4_019_001.avi
lg1	4	[015]	[001]		1_4_015	00:00:47:05	lg1_4_015_001.avi
lg1	5	[001]	[001]	Loại 1	1_5_001	00:00:10:25	lg1_5_001_001.avi
lg1	5	[001]	[002]	Loại 1	1_5_001	00:00:27:19	lg1_5_001_002.avi
lg1	7	[1516]	[001]	Loai 1	1_7_1516	00:00:00:28	lg1_7_1516_001.avi
lg1	7	[1516]	[002]	Loai 1	1_7_1516	00:00:02:01	lg1_7_1516_002.avi
lg1	7	[1516]	[003]	Loai 1	1_7_1516	00:00:03:07	lg1_7_1516_003.avi
lg1	7	[1516]	[004]	Loai 1	1_7_1516	00:00:05:07	lg1_7_1516_004.avi
lg1	7	[1516]	[005]	Loai 1	1_7_1516	00:00:06:16	lg1_7_1516_005.avi
lg1	7	[1516]	[006]	Loai 1	1_7_1516	00:00:08:10	lg1_7_1516_006.avi
lg1	7	[1516]	[007]	Loai 1	1_7_1516	00:00:09:14	lg1_7_1516_007.avi
lg1	7	[1516]	[008]	Loai 1	1_7_1516	00:00:10:22	lg1_7_1516_008.avi
lg1	7	[1516]	[009]	Loai 1	1_7_1516	00:00:12:01	lg1_7_1516_009.avi
lg1	7	[1516]	[010]	Loai 1	1_7_1516	00:00:15:12	lg1_7_1516_010.avi
lg1	7	[1516]	[011]	Loai 1	1_7_1516	00:00:16:18	lg1_7_1516_011.avi
lg1	7	[1516]	[012]	Loai 1	1_7_1516	00:00:17:25	lg1_7_1516_012.avi
lg1	7	[1516]	[013]	Loai 1	1_7_1516	00:00:19:06	lg1_7_1516_013.avi
lg1	7	[1516]	[014]	Loai 1	1_7_1516	00:00:22:11	lg1_7_1516_014.avi
lg1	7	[1516]	[015]	Loai 1	1_7_1516	00:00:23:22	lg1_7_1516_015.avi
lg1	7	[1516]	[016]	Loai 1	1_7_1516	00:00:25:06	lg1_7_1516_016.avi
lg1	7	[1516]	[017]	Loai 1	1_7_1516	00:00:26:16	lg1_7_1516_017.avi
lg1	7	[1516]	[018]	Loai 1	1_7_1516	00:00:29:08	lg1_7_1516_018.avi
lg1	7	[1516]	[019]	Loai 1	1_7_1516	00:00:30:18	lg1_7_1516_019.avi
lg1	7	[1516]	[020]	Loai 1	1_7_1516	00:00:31:28	lg1_7_1516_020.avi
lg1	7	[1517]	[002]	Loai 1	1_7_1517	00:00:01:10	lg1_7_1517_002.avi
lg1	7	[1517]	[003]	Loai 1	1_7_1517	00:00:02:18	lg1_7_1517_003.avi
lg1	7	[1517]	[004]	Loai 1	1_7_1517	00:00:03:26	lg1_7_1517_004.avi
lg1	7	[1517]	[005]	Loai 1	1_7_1517	00:00:07:09	lg1_7_1517_005.avi
lg1	7	[1517]	[006]	Loai 1	1_7_1517	00:00:09:27	lg1_7_1517_006.avi
lg1	7	[1517]	[007]	Loai 1	1_7_1517	00:00:11:10	lg1_7_1517_007.avi
lg1	7	[1517]	[008]	Loai 1	1_7_1517	00:00:12:18	lg1_7_1517_008.avi
lg1	7	[1517]	[009]	Loai 1	1_7_1517	00:00:17:07	lg1_7_1517_009.avi
lg1	7	[1517]	[010]	Loai 1	1_7_1517	00:00:18:16	lg1_7_1517_010.avi
lg1	7	[1517]	[011]	Loai 1	1_7_1517	00:00:20:13	lg1_7_1517_011.avi
lg1	7	[1517]	[012]	Loai 1	1_7_1517	00:00:21:27	lg1_7_1517_012.avi
lg1	7	[1517]	[013]	Loai 1	1_7_1517	00:00:23:13	lg1_7_1517_013.avi
lg1	7	[1517]	[014]	Loai 1	1_7_1517	00:00:24:20	lg1_7_1517_014.avi
lg1	7	[1517]	[015]	Loai 1	1_7_1517	00:00:26:00	lg1_7_1517_015.avi
lg1	7	[1518]	[001]	Loai 1	1_7_1518	00:00:01:03	lg1_7_1518_001.avi
lg1	7	[1518]	[002]	Loai 1	1_7_1518	00:00:02:25	lg1_7_1518_002.avi
lg1	7	[1518]	[003]	Loai 1	1_7_1518	00:00:04:21	lg1_7_1518_003.avi
lg1	7	[1518]	[004]	Loai 1	1_7_1518	00:00:06:03	lg1_7_1518_004.avi
lg1	7	[1518]	[005]	Loai 1	1_7_1518	00:00:08:04	lg1_7_1518_005.avi
lg1	7	[1518]	[006]	Loai 1	1_7_1518	00:00:09:21	lg1_7_1518_006.avi
lg1	7	[1518]	[007]	Loai 1	1_7_1518	00:00:11:24	lg1_7_1518_007.avi
lg1	7	[1519]	[001]	Loai 1	1_7_1519	00:00:01:20	lg1_7_1519_001.avi
lg1	7	[1519]	[002]	Loai 1	1_7_1519	00:00:03:23	lg1_7_1519_002.avi
lg1	7	[1519]	[003]	Loai 1	1_7_1519	00:00:05:21	lg1_7_1519_003.avi
lg1	7	[1519]	[004]	Loai 1	1_7_1519	00:00:08:24	lg1_7_1519_004.avi
lg1	7	[1519]	[005]	Loai 1	1_7_1519	00:00:11:26	lg1_7_1519_005.avi
lg1	7	[1519]	[006]	Loai 1	1_7_1519	00:00:14:11	lg1_7_1519_006.avi
lg1	7	[1519]	[007]	Loai 1	1_7_1519	00:00:18:06	lg1_7_1519_007.avi
lg1	7	[1519]	[008]	Loai 1	1_7_1519	00:00:21:03	lg1_7_1519_008.avi
lg1	7	[1519]	[009]	Loai 1	1_7_1519	00:00:23:20	lg1_7_1519_009.avi
lg1	7	[1519]	[010]	Loai 1	1_7_1519	00:00:25:23	lg1_7_1519_010.avi
lg1	7	[1519]	[011]	Loai 1	1_7_1519	00:00:28:15	lg1_7_1519_011.avi
lg1	7	[1519]	[012]	Loai 1	1_7_1519	00:00:33:12	lg1_7_1519_012.avi
lg1	7	[1519]	[013]	Loai 1	1_7_1519	00:00:35:21	lg1_7_1519_013.avi
lg1	7	[1519]	[015]	Loai 1	1_7_1519	00:00:44:02	lg1_7_1519_015.avi
lg1	7	[1519]	[016]	Loai 1	1_7_1519	00:00:46:07	lg1_7_1519_016.avi
lg1	7	[1519]	[017]	Loai 1	1_7_1519	00:00:50:09	lg1_7_1519_017.avi
lg1	7	[1519]	[018]	Loai 1	1_7_1519	00:00:54:05	lg1_7_1519_018.avi
lg1	7	[1519]	[019]	Loai 1	1_7_1519	00:00:57:23	lg1_7_1519_019.avi
lg1	7	[1583]	[001]		1_7_1583	00:00:03:11	lg1_7_1583_001.avi
lg1	7	[1583]	[002]		1_7_1583	00:00:05:10	lg1_7_1583_002.avi
lg1	7	[1583]	[003]		1_7_1583	00:00:07:04	lg1_7_1583_003.avi
lg1	7	[1583]	[004]		1_7_1583	00:00:11:03	lg1_7_1583_004.avi
lg1	7	[1583]	[005]		1_7_1583	00:00:12:11	lg1_7_1583_005.avi
lg1	7	[1583]	[006]		1_7_1583	00:00:13:15	lg1_7_1583_006.avi
lg1	7	[1583]	[007]		1_7_1583	00:00:15:02	lg1_7_1583_007.avi
lg1	7	[1583]	[008]		1_7_1583	00:00:20:17	lg1_7_1583_008.avi
lg1	7	[1583]	[009]		1_7_1583	00:00:24:12	lg1_7_1583_009.avi
lg1	7	[1583]	[010]		1_7_1583	00:00:25:25	lg1_7_1583_010.avi
lg1	7	[1583]	[011]		1_7_1583	00:00:27:15	lg1_7_1583_011.avi
lg1	7	[1583]	[012]		1_7_1583	00:00:29:01	lg1_7_1583_012.avi
lg1	7	[1583]	[013]		1_7_1583	00:00:30:14	lg1_7_1583_013.avi
lg1	7	[1583]	[014]		1_7_1583	00:00:31:21	lg1_7_1583_014.avi
lg1	7	[1583]	[015]		1_7_1583	00:00:33:00	lg1_7_1583_015.avi
lg1	7	[1584]	[001]		1_7_1584	00:00:01:04	lg1_7_1584_001.avi
lg1	7	[1584]	[002]		1_7_1584	00:00:02:28	lg1_7_1584_002.avi
lg1	7	[1584]	[003]		1_7_1584	00:00:04:26	lg1_7_1584_003.avi
lg1	7	[1584]	[004]		1_7_1584	00:00:06:17	lg1_7_1584_004.avi
lg1	7	[1584]	[005]		1_7_1584	00:00:08:09	lg1_7_1584_005.avi
lg1	7	[1584]	[006]		1_7_1584	00:00:11:00	lg1_7_1584_006.avi
lg1	7	[1584]	[007]		1_7_1584	00:00:12:13	lg1_7_1584_007.avi
lg1	7	[1584]	[008]		1_7_1584	00:00:13:24	lg1_7_1584_008.avi
lg1	7	[1584]	[009]		1_7_1584	00:00:15:00	lg1_7_1584_009.avi
lg1	7	[1584]	[010]		1_7_1584	00:00:17:14	lg1_7_1584_010.avi
lg1	7	[1585]	[001]		1_7_1585	00:00:04:01	lg1_7_1585_001.avi
lg1	7	[1585]	[002]		1_7_1585	00:00:05:18	lg1_7_1585_002.avi
lg1	7	[1585]	[003]		1_7_1585	00:00:06:27	lg1_7_1585_003.avi
lg1	7	[1585]	[004]		1_7_1585	00:00:09:19	lg1_7_1585_004.avi
lg1	7	[1585]	[005]		1_7_1585	00:00:11:00	lg1_7_1585_005.avi
lg1	7	[1585]	[006]		1_7_1585	00:00:12:13	lg1_7_1585_006.avi
lg1	7	[1585]	[007]		1_7_1585	00:00:13:16	lg1_7_1585_007.avi
lg1	7	[1585]	[008]		1_7_1585	00:00:15:14	lg1_7_1585_008.avi
lg1	7	[1585]	[009]		1_7_1585	00:00:16:23	lg1_7_1585_009.avi
lg1	7	[1585]	[010]		1_7_1585	00:00:18:00	lg1_7_1585_010.avi
lg1	7	[1585]	[011]		1_7_1585	00:00:19:04	lg1_7_1585_011.avi
lg1	7	[1585]	[012]		1_7_1585	00:00:21:13	lg1_7_1585_012.avi
lg1	7	[1585]	[013]		1_7_1585	00:00:22:20	lg1_7_1585_013.avi
lg1	7	[1585]	[014]		1_7_1585	00:00:23:24	lg1_7_1585_014.avi
lg1	7	[1585]	[015]		1_7_1585	00:00:24:29	lg1_7_1585_015.avi
lg1	7	[1585]	[016]		1_7_1585	00:00:28:08	lg1_7_1585_016.avi
lg1	7	[1585]	[017]		1_7_1585	00:00:29:16	lg1_7_1585_017.avi
lg1	7	[1585]	[018]		1_7_1585	00:00:30:23	lg1_7_1585_018.avi
lg1	7	[1585]	[019]		1_7_1585	00:00:32:19	lg1_7_1585_019.avi
lg1	7	[1585]	[020]		1_7_1585	00:00:34:09	lg1_7_1585_020.avi
lg1	7	[1586]	[001]		1_7_1586	00:00:00:10	lg1_7_1586_001.avi
lg1	7	[1586]	[002]		1_7_1586	00:00:01:22	lg1_7_1586_002.avi
lg1	7	[1586]	[003]		1_7_1586	00:00:03:19	lg1_7_1586_003.avi
lg1	7	[1586]	[004]		1_7_1586	00:00:05:18	lg1_7_1586_004.avi
lg1	7	[1586]	[005]		1_7_1586	00:00:07:11	lg1_7_1586_005.avi
lg1	7	[1586]	[006]		1_7_1586	00:00:14:26	lg1_7_1586_006.avi
lg1	7	[1586]	[007]		1_7_1586	00:00:16:08	lg1_7_1586_007.avi
lg1	7	[1586]	[009]		1_7_1586	00:00:21:25	lg1_7_1586_009.avi
lg1	7	[1586]	[010]		1_7_1586	00:00:23:15	lg1_7_1586_010.avi
lg1	7	[1586]	[011]		1_7_1586	00:00:29:10	lg1_7_1586_011.avi
lg1	7	[1586]	[012]		1_7_1586	00:00:56:12	lg1_7_1586_012.avi
lg1	7	[1586]	[013]		1_7_1586	00:00:58:20	lg1_7_1586_013.avi
lg1	7	[1586]	[014]		1_7_1586	00:01:00:24	lg1_7_1586_014.avi
lg1	7	[1586]	[015]		1_7_1586	00:01:03:04	lg1_7_1586_015.avi
lg1	7	[1586]	[016]		1_7_1586	00:01:05:19	lg1_7_1586_016.avi
lg1	7	[1587]	[001]		1_7_1587	00:00:00:11	lg1_7_1587_001.avi
lg1	7	[1587]	[002]		1_7_1587	00:00:01:12	lg1_7_1587_002.avi
lg1	7	[1587]	[003]		1_7_1587	00:00:02:19	lg1_7_1587_003.avi
lg1	7	[1587]	[004]		1_7_1587	00:00:04:19	lg1_7_1587_004.avi
lg1	7	[1587]	[005]		1_7_1587	00:00:05:28	lg1_7_1587_005.avi
lg1	7	[1587]	[006]		1_7_1587	00:00:07:18	lg1_7_1587_006.avi
lg1	7	[1587]	[007]		1_7_1587	00:00:09:00	lg1_7_1587_007.avi
lg1	7	[1587]	[008]		1_7_1587	00:00:10:07	lg1_7_1587_008.avi
lg1	7	[1587]	[009]		1_7_1587	00:00:11:12	lg1_7_1587_009.avi
lg1	7	[1587]	[010]		1_7_1587	00:00:14:27	lg1_7_1587_010.avi
lg1	7	[1587]	[011]		1_7_1587	00:00:16:04	lg1_7_1587_011.avi
lg1	7	[1587]	[012]		1_7_1587	00:00:18:17	lg1_7_1587_012.avi
lg1	7	[1587]	[013]		1_7_1587	00:00:21:27	lg1_7_1587_013.avi
lg1	7	[1587]	[014]		1_7_1587	00:00:23:08	lg1_7_1587_014.avi
lg1	7	[1587]	[015]		1_7_1587	00:00:24:19	lg1_7_1587_015.avi
lg1	7	[1587]	[016]		1_7_1587	00:00:26:00	lg1_7_1587_016.avi
lg1	7	[1587]	[017]		1_7_1587	00:00:28:23	lg1_7_1587_017.avi
lg1	7	[1587]	[018]		1_7_1587	00:00:30:02	lg1_7_1587_018.avi
lg1	7	[1588]	[001]		1_7_1588	00:00:00:25	lg1_7_1588_001.avi
lg1	7	[1588]	[002]		1_7_1588	00:00:02:03	lg1_7_1588_002.avi
lg1	7	[1588]	[003]		1_7_1588	00:00:03:13	lg1_7_1588_003.avi
lg1	7	[1588]	[004]		1_7_1588	00:00:04:28	lg1_7_1588_004.avi
lg1	7	[1588]	[005]		1_7_1588	00:00:06:20	lg1_7_1588_005.avi
lg1	7	[1588]	[006]		1_7_1588	00:00:09:13	lg1_7_1588_006.avi
lg1	7	[1588]	[007]		1_7_1588	00:00:10:25	lg1_7_1588_007.avi
lg1	7	[1588]	[008]		1_7_1588	00:00:12:05	lg1_7_1588_008.avi
lg1	7	[1588]	[009]		1_7_1588	00:00:19:27	lg1_7_1588_009.avi
lg1	7	[1588]	[010]		1_7_1588	00:00:22:27	lg1_7_1588_010.avi
lg1	7	[1588]	[011]		1_7_1588	00:00:25:07	lg1_7_1588_011.avi
lg1	7	[1588]	[012]		1_7_1588	00:00:32:08	lg1_7_1588_012.avi
lg1	7	[1588]	[013]		1_7_1588	00:00:33:21	lg1_7_1588_013.avi
lg1	7	[1588]	[014]		1_7_1588	00:00:35:12	lg1_7_1588_014.avi
lg1	7	[1588]	[015]		1_7_1588	00:00:37:03	lg1_7_1588_015.avi
lg1	7	[1588]	[016]		1_7_1588	00:00:38:19	lg1_7_1588_016.avi
lg1	7	[1588]	[017]		1_7_1588	00:00:40:18	lg1_7_1588_017.avi
lg1	7	[1588]	[018]		1_7_1588	00:00:42:05	lg1_7_1588_018.avi
lg1	7	[1588]	[019]		1_7_1588	00:00:44:11	lg1_7_1588_019.avi
lg1	7	[1589]	[001]		1_7_1589	00:00:02:24	lg1_7_1589_001.avi
lg1	7	[1589]	[002]		1_7_1589	00:00:05:01	lg1_7_1589_002.avi
lg1	7	[1589]	[003]		1_7_1589	00:00:06:29	lg1_7_1589_003.avi
lg1	7	[1589]	[005]		1_7_1589	00:00:13:03	lg1_7_1589_005.avi
lg1	7	[1589]	[006]		1_7_1589	00:00:15:18	lg1_7_1589_006.avi
lg1	7	[1589]	[007]		1_7_1589	00:00:19:12	lg1_7_1589_007.avi
lg1	7	[1589]	[008]		1_7_1589	00:00:22:11	lg1_7_1589_008.avi
lg1	7	[1589]	[009]		1_7_1589	00:00:24:24	lg1_7_1589_009.avi
lg1	7	[1589]	[010]		1_7_1589	00:00:26:29	lg1_7_1589_010.avi
lg1	7	[1589]	[011]		1_7_1589	00:00:29:24	lg1_7_1589_011.avi
lg1	7	[1589]	[012]		1_7_1589	00:00:34:16	lg1_7_1589_012.avi
lg1	7	[1589]	[013]		1_7_1589	00:00:37:01	lg1_7_1589_013.avi
lg1	7	[1589]	[014]		1_7_1589	00:00:40:21	lg1_7_1589_014.avi
lg1	7	[1589]	[015]		1_7_1589	00:00:45:09	lg1_7_1589_015.avi
lg1	7	[1589]	[016]		1_7_1589	00:00:47:15	lg1_7_1589_016.avi
lg1	7	[1589]	[017]		1_7_1589	00:00:51:21	lg1_7_1589_017.avi
lg1	7	[1589]	[018]		1_7_1589	00:00:55:13	lg1_7_1589_018.avi
lg1	7	[1589]	[019]		1_7_1589	00:00:59:05	lg1_7_1589_019.avi
lg2	1	[007]	[001_20F]	Loại 1	2_1_007	00:00:34:03	lg2_1_007_001_20F.avi
lg2	1	[009]	[001_20F]		2_1_009	00:00:36:24	lg2_1_009_001_20F.avi
lg2	1	[009]	[002]		2_1_009	00:00:38:02	lg2_1_009_002.avi
lg2	1	[009]	[003]		2_1_009	00:00:44:20	lg2_1_009_003.avi
lg2	1	[019]	[002]		2_1_019	00:01:33:23	lg2_1_019_002.avi
lg2	1	[022]	[001]	Loại 1	2_1_022	00:00:53:10	lg2_1_022_001.avi
lg2	7	[1017]	[001]	Loai 1	2_7_1017	00:00:03:08	lg2_7_1017_001.avi
lg2	7	[1017]	[002]	Loai 1	2_7_1017	00:00:05:05	lg2_7_1017_002.avi
lg2	7	[1017]	[003]	Loai 1	2_7_1017	00:00:07:00	lg2_7_1017_003.avi
lg2	7	[1017]	[004]	Loai 1	2_7_1017	00:00:11:00	lg2_7_1017_004.avi
lg2	7	[1017]	[005]	Loai 1	2_7_1017	00:00:15:00	lg2_7_1017_005.avi
lg2	7	[1017]	[006]	Loai 1	2_7_1017	00:00:24:00	lg2_7_1017_006.avi
lg2	7	[1017]	[007]	Loai 1	2_7_1017	00:00:25:15	lg2_7_1017_007.avi
lg2	7	[1017]	[008]	Loai 1	2_7_1017	00:00:27:15	lg2_7_1017_008.avi
lg2	7	[1017]	[009]	Loai 1	2_7_1017	00:00:29:00	lg2_7_1017_009.avi
lg2	7	[1017]	[010]	Loai 1	2_7_1017	00:00:31:20	lg2_7_1017_010.avi
lg2	7	[1017]	[011]	Loai 1	2_7_1017	00:00:33:00	lg2_7_1017_011.avi
lg2	7	[1018]	[001]	Loai 1	2_7_1018	00:00:01:15	lg2_7_1018_001.avi
lg2	7	[1018]	[002]	Loai 1	2_7_1018	00:00:03:10	lg2_7_1018_002.avi
lg2	7	[1018]	[003]	Loai 1	2_7_1018	00:00:07:05	lg2_7_1018_003.avi
lg2	7	[1018]	[004]	Loai 1	2_7_1018	00:00:08:15	lg2_7_1018_004.avi
lg2	7	[1018]	[005]	Loai 1	2_7_1018	00:00:11:05	lg2_7_1018_005.avi
lg2	7	[1018]	[006]	Loai 1	2_7_1018	00:00:16:16	lg2_7_1018_006.avi
lg2	7	[1018]	[007]	Loai 1	2_7_1018	00:00:20:12	lg2_7_1018_007.avi
lg2	7	[1018]	[008]	Loai 1	2_7_1018	00:00:22:00	lg2_7_1018_008.avi
lg2	7	[1018]	[009]	Loai 1	2_7_1018	00:00:25:08	lg2_7_1018_009.avi
lg2	7	[1018]	[010]	Loai 1	2_7_1018	00:00:26:12	lg2_7_1018_010.avi
lg2	7	[1020]	[002]	Loai 1	2_7_1020	00:00:02:20	lg2_7_1020_002.avi
lg2	7	[1020]	[003]	Loai 1	2_7_1020	00:00:04:18	lg2_7_1020_003.avi
lg2	7	[1020]	[004]	Loai 1	2_7_1020	00:00:06:12	lg2_7_1020_004.avi
lg2	7	[1020]	[005]	Loai 1	2_7_1020	00:00:10:19	lg2_7_1020_005.avi
lg2	7	[1020]	[006]	Loai 1	2_7_1020	00:00:12:08	lg2_7_1020_006.avi
lg2	7	[1020]	[007]	Loai 1	2_7_1020	00:00:14:22	lg2_7_1020_007.avi
lg2	7	[1021]	[002]	Loai 1	2_7_1021	00:00:02:00	lg2_7_1021_002.avi
lg2	7	[1021]	[003]	Loai 1	2_7_1021	00:00:03:23	lg2_7_1021_003.avi
lg2	7	[1021]	[004]	Loai 1	2_7_1021	00:00:05:20	lg2_7_1021_004.avi
lg2	7	[1021]	[005]	Loai 1	2_7_1021	00:00:07:07	lg2_7_1021_005.avi
lg2	7	[1021]	[006]	Loai 1	2_7_1021	00:00:11:15	lg2_7_1021_006.avi
lg2	7	[1021]	[007]	Loai 1	2_7_1021	00:00:14:00	lg2_7_1021_007.avi
lg2	7	[1021]	[008]	Loai 1	2_7_1021	00:00:16:12	lg2_7_1021_008.avi
lg2	7	[1022]	[001]	Loai 1	2_7_1022	00:00:01:15	lg2_7_1022_001.avi
lg2	7	[1022]	[002]	Loai 1	2_7_1022	00:00:04:20	lg2_7_1022_002.avi
lg2	7	[1022]	[003]	Loai 1	2_7_1022	00:00:11:10	lg2_7_1022_003.avi
lg2	7	[1022]	[004]	Loai 1	2_7_1022	00:00:13:10	lg2_7_1022_004.avi
lg2	7	[1022]	[005]	Loai 1	2_7_1022	00:00:14:16	lg2_7_1022_005.avi
lg2	7	[1022]	[006]	Loai 1	2_7_1022	00:00:15:24	lg2_7_1022_006.avi
lg2	7	[1022]	[007]	Loai 1	2_7_1022	00:00:17:00	lg2_7_1022_007.avi
lg2	7	[1022]	[008]	Loai 1	2_7_1022	00:00:26:05	lg2_7_1022_008.avi
lg2	7	[1022]	[009]	Loai 1	2_7_1022	00:00:27:12	lg2_7_1022_009.avi
lg2	7	[1023]	[001]	Loai 1	2_7_1023	00:00:00:20	lg2_7_1023_001.avi
lg2	7	[1023]	[002]	Loai 1	2_7_1023	00:00:02:10	lg2_7_1023_002.avi
lg2	7	[1023]	[003]	Loai 1	2_7_1023	00:00:06:13	lg2_7_1023_003.avi
lg2	7	[1023]	[004]	Loai 1	2_7_1023	00:00:07:22	lg2_7_1023_004.avi
lg2	7	[1023]	[005]	Loai 1	2_7_1023	00:00:09:10	lg2_7_1023_005.avi
lg2	7	[1023]	[006]	Loai 1	2_7_1023	00:00:12:11	lg2_7_1023_006.avi
lg2	7	[1023]	[007]	Loai 1	2_7_1023	00:00:14:24	lg2_7_1023_007.avi
lg2	7	[1023]	[008]	Loai 1	2_7_1023	00:00:18:09	lg2_7_1023_008.avi
lg2	7	[1023]	[009]	Loai 1	2_7_1023	00:00:25:03	lg2_7_1023_009.avi
lg2	7	[1023]	[010]	Loai 1	2_7_1023	00:00:26:14	lg2_7_1023_010.avi
lg2	7	[1023]	[011]	Loai 1	2_7_1023	00:00:29:21	lg2_7_1023_011.avi
lg2	7	[1023]	[012]	Loai 1	2_7_1023	00:00:31:05	lg2_7_1023_012.avi
lg2	7	[1025]	[001]	Loai 1	2_7_1025	00:00:02:15	lg2_7_1025_001.avi
lg2	7	[1025]	[002]	Loai 1	2_7_1025	00:00:04:05	lg2_7_1025_002.avi
lg2	7	[1025]	[003]	Loai 1	2_7_1025	00:00:09:24	lg2_7_1025_003.avi
lg2	7	[1025]	[004]	Loai 1	2_7_1025	00:00:26:02	lg2_7_1025_004.avi
lg2	7	[1025]	[005]	Loai 1	2_7_1025	00:00:27:12	lg2_7_1025_005.avi
lg2	7	[1025]	[006]	Loai 1	2_7_1025	00:00:32:00	lg2_7_1025_006.avi
lg2	7	[1026]	[001]	Loai 1	2_7_1026	00:00:00:16	lg2_7_1026_001.avi
lg2	7	[1026]	[002]	Loai 1	2_7_1026	00:00:02:03	lg2_7_1026_002.avi
lg2	7	[1026]	[003]	Loai 1	2_7_1026	00:00:06:00	lg2_7_1026_003.avi
lg2	7	[1026]	[004]	Loai 1	2_7_1026	00:00:09:08	lg2_7_1026_004.avi
lg2	7	[1026]	[005]	Loai 1	2_7_1026	00:00:16:18	lg2_7_1026_005.avi
lg2	7	[1026]	[006]	Loai 1	2_7_1026	00:00:25:08	lg2_7_1026_006.avi
lg2	7	[1026]	[007]	Loai 1	2_7_1026	00:00:29:20	lg2_7_1026_007.avi
lg2	7	[1026]	[008]	Loai 1	2_7_1026	00:00:50:18	lg2_7_1026_008.avi
lg2	7	[1026]	[009]	Loai 1	2_7_1026	00:01:01:05	lg2_7_1026_009.avi
lg2	7	[1027]	[001]	Loai 1	2_7_1027	00:00:03:12	lg2_7_1027_001.avi
lg2	7	[1027]	[002]	Loai 1	2_7_1027	00:00:04:14	lg2_7_1027_002.avi
lg2	7	[1027]	[003]	Loai 1	2_7_1027	00:00:05:19	lg2_7_1027_003.avi
lg2	7	[1027]	[004]	Loai 1	2_7_1027	00:00:07:18	lg2_7_1027_004.avi
lg2	7	[1027]	[005]	Loai 1	2_7_1027	00:00:10:15	lg2_7_1027_005.avi
lg2	7	[1027]	[006]	Loai 1	2_7_1027	00:00:12:02	lg2_7_1027_006.avi
lg2	7	[1027]	[007]	Loai 1	2_7_1027	00:00:19:02	lg2_7_1027_007.avi
lg2	7	[1027]	[008]	Loai 1	2_7_1027	00:00:27:15	lg2_7_1027_008.avi
lg2	7	[1028]	[001]	Loai 1	2_7_1028	00:00:00:00	lg2_7_1028_001.avi
lg2	7	[1028]	[002]	Loai 1	2_7_1028	00:00:02:00	lg2_7_1028_002.avi
lg2	7	[1028]	[003]	Loai 1	2_7_1028	00:00:04:02	lg2_7_1028_003.avi
lg2	7	[1028]	[004]	Loai 1	2_7_1028	00:00:07:00	lg2_7_1028_004.avi
lg2	7	[1028]	[005]	Loai 1	2_7_1028	00:00:09:15	lg2_7_1028_005.avi
lg2	7	[1028]	[006]	Loai 1	2_7_1028	00:00:17:22	lg2_7_1028_006.avi
lg2	7	[1028]	[007]	Loai 1	2_7_1028	00:00:21:05	lg2_7_1028_007.avi
lg2	7	[1028]	[008]	Loai 1	2_7_1028	00:00:25:10	lg2_7_1028_008.avi
lg2	7	[1028]	[009]	Loai 1	2_7_1028	00:00:28:04	lg2_7_1028_009.avi
lg2	7	[1028]	[010]	Loai 1	2_7_1028	00:00:30:20	lg2_7_1028_010.avi
lg2	7	[1029]	[001]	Loai 1	2_7_1029	00:00:01:01	lg2_7_1029_001.avi
lg2	7	[1029]	[002]	Loai 1	2_7_1029	00:00:02:02	lg2_7_1029_002.avi
lg2	7	[1029]	[003]	Loai 1	2_7_1029	00:00:09:13	lg2_7_1029_003.avi
lg2	7	[1029]	[004]	Loai 1	2_7_1029	00:00:10:22	lg2_7_1029_004.avi
lg2	7	[1029]	[005]	Loai 1	2_7_1029	00:00:12:06	lg2_7_1029_005.avi
lg2	7	[1029]	[006]	Loai 1	2_7_1029	00:00:16:22	lg2_7_1029_006.avi
